Key,ptBR
QuestLoc_ThisGoldenRing_RaiderLine_2,"Baby, te amo como flúor ama hidrogênio."
QuestLoc_ThisGoldenRing_RaiderLine_3,O amoreco conquista tudo!
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCEnd_1,Então tome isso!
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCEnd_2,Aquele maluco com a camiseta de beisebol? Não vi! Agora caia fora.
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCEnd_3,Ah. Tá bom. Bom trabalho.
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCEnd_4,Siiiiiimmm!
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCStart_1,O quê? Vault Dwellers? Argh. EU ODEIO Vault Dwellers!
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCStart_2,"Você veio aqui para morrer, é isso?!"
QuestLoc_ThrowMeSomePepper_Conversation_1_Team_1,Viemos matar Raiders e comer Cram. E o Cram acabou!
QuestLoc_ThrowMeSomePepper_Conversation_1_Team_2,Estamos procurando um cara chamado Coach. Você o viu?
QuestLoc_ThrowMeSomePepper_Conversation_1_Team_3,Não somos Vault Dwellers! Nós os matamos e roubamos os trajes deles!
QuestLoc_ThrowMeSomePepper_Conversation_1_Team_4,Chega! Já enchemos o saco de vocês... vocês... Bandidos!!
QuestLoc_ThrowMeSomePepper_QuestLongDescription,"Alguns Raiders tomaram conta de um velho complexo de apartamentos. Quem sabe esses idiotas conhecem o idiota-mor, Coach. Não custa perguntar!"
QuestLoc_ThrowMeSomePepper_QuestName,Throw Me Some Pepper!
QuestLoc_ThrowMeSomePepper_QuestObjective_1,Procure a camiseta de beisebol de Rackie Jobinson.
QuestLoc_ThrowMeSomePepper_QuestShortDescription,Os Raiders sabem onde está o Coach?
QuestLoc_ThymeisMoney_Conversation_1_NPCEnd_1,"Orégano, não vou!"
QuestLoc_ThymeisMoney_Conversation_1_NPCEnd_2,Você estava com cominho de razão.
QuestLoc_ThymeisMoney_Conversation_1_NPCEnd_3,"Cuidado, não tolero tolos de açafrão."
QuestLoc_ThymeisMoney_Conversation_1_NPCStart_1,Salsinha! Quer dizer... alto aí!
QuestLoc_ThymeisMoney_Conversation_1_NPCStart_2,"Manjericão, Alecrim, segurem esses caras na folha (de louro)."
QuestLoc_ThymeisMoney_Conversation_1_NPCStart_3,"Se eles se moverem, metam bala neles."
QuestLoc_ThymeisMoney_Conversation_1_Team_1,Você terminou?
QuestLoc_ThymeisMoney_Conversation_1_Team_2,"Tantos trocadilhos, tão pouco tomilho."
QuestLoc_ThymeisMoney_Conversation_1_Team_3,O que uma menina como você está fazendo num lugar assim?
QuestLoc_ThymeisMoney_Conversation_2_NPCEnd_1,Vamos lá!
QuestLoc_ThymeisMoney_Conversation_2_NPCEnd_2,Uau. Minha cabeça explodiu.
QuestLoc_ThymeisMoney_Conversation_2_NPCEnd_3,"Não tem como, parceiro!"
QuestLoc_ThymeisMoney_Conversation_2_NPCStart_1,"Meu Deus, é a polícia!"
QuestLoc_ThymeisMoney_Conversation_2_NPCStart_2,"Veio atrás do nosso estoque, tira?"
QuestLoc_ThymeisMoney_Conversation_2_NPCStart_3,Não vamos entregar sem lutar!
QuestLoc_ThymeisMoney_Conversation_2_Team_1,Não faço ideia do que você está falando.
QuestLoc_ThymeisMoney_Conversation_2_Team_2,"Vocês sabem que isso são apenas temperos, né? Para dar sabor?"
QuestLoc_ThymeisMoney_Conversation_2_Team_3,"Você está preso, seu safado! Entregue a mostarda!"
QuestLoc_ThymeisMoney_QuestLongDescription,"Tudo bem, o Super-Duper Mart foi uma decepção no quesito ingredientes. Desta vez, porém, temos uma pista certa de um estoque de especiarias em um prédio próximo! E o chef está convicto de que os Raiders vão simplesmente entregá-lo..."
QuestLoc_ThymeisMoney_QuestName,Thyme is Money
QuestLoc_ThymeisMoney_QuestObjective_1,Recupere as especiarias.
QuestLoc_ThymeisMoney_QuestObjective_2,Elimine o Chefe dos Raiders.
QuestLoc_ThymeisMoney_QuestShortDescription,Roube algumas especiarias de uma banda de Raiders.
QuestLoc_ThymeisMoney_RaiderLine_1,Mantenha a calma e siga em frente.
QuestLoc_ThymeisMoney_RaiderLine_2,Eu pretendia fazer isso.
QuestLoc_ThymeisMoney_RaiderLine_3,Que monte de bobagem!
QuestLoc_TimeforaGrandSlam_Conversation_1_NPCStart_1,Ainda sem a camiseta! O Wasteland é mesmo uma dama cruel!
QuestLoc_TimeforaGrandSlam_QuestLongDescription,Nossa próxima parada é uma antiga fábrica da Chryslus Rocket '69. É tão bom quanto qualquer outro lugar para procurar.
QuestLoc_TimeforaGrandSlam_QuestName,Time for a Grand Slam?
QuestLoc_TimeforaGrandSlam_QuestObjective_1,Procure a camiseta de beisebol de Rackie Jobinson.
QuestLoc_TimeforaGrandSlam_QuestShortDescription,Encontre a camiseta de beisebol de Rackie Jobinson.
QuestLoc_TimetoWakeUp_Conversation_1_NPCEnd_1,"Sim! Trabalho em equipe! Aqui, vou até dividir uns Caps que encontrei nesse lugar."
QuestLoc_TimetoWakeUp_Conversation_1_NPCEnd_2,"Ah, ali está. Esperto! Obrigado!"
QuestLoc_TimetoWakeUp_Conversation_1_NPCStart_1,"Ei! Espera, vocês também estão aqui por causa desse despertador idiota?"
QuestLoc_TimetoWakeUp_Conversation_1_NPCStart_2,"Eu estava acampado perto daqui, e o barulho estava me deixando louco!"
QuestLoc_TimetoWakeUp_Conversation_1_NPCStart_3,Raiders precisam de oito horas de sono!
QuestLoc_TimetoWakeUp_Conversation_1_Team_1,Vamos te ajudar a destruir! Depois cada um segue o seu caminho!
QuestLoc_TimetoWakeUp_Conversation_1_Team_2,Deve ter um botão para desligar. Você olhou na parte de trás?
QuestLoc_TimetoWakeUp_QuestLongDescription,Alguém cometeu o erro de ativar um protótipo de despertador Wakemaster em um prédio perto do Vault. Agora o alarme está disparando sem parar e impedindo todo mundo de dormir!
QuestLoc_TimetoWakeUp_QuestName,Time to Wake Up!
QuestLoc_TimetoWakeUp_QuestObjective_1,Desligue o despertador.
QuestLoc_TimetoWakeUp_QuestShortDescription,Pare o bip incessante do despertador mais barulhento do mundo.
QuestLoc_TimetoWakeUp_RaiderLine_1,Ai! Meus ouvidos! Mal posso esperar para desligar esse alarme e dormir um pouco!
QuestLoc_TimetoWakeUp_RaiderLine_2,Me arrependo de ter me gabado de quanto tempo aguentava sem dormir no Vault!
QuestLoc_TimetoWakeUp_RaiderLine_3,"Deve estar chegando mais perto, meus ouvidos estão começando a sangrar."
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCEnd_1,Vocês merecem! Agora é hora de voltarmos a caminho.
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCEnd_2,Aqui está. Espero que tenha algo bom dentro!
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCStart_1,"Estávamos indo para a casa da nossa vovó, mas acho que nos perdemos um pouco."
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCStart_2,"Pior ainda, o cheiro desta torta de abóbora que trouxemos atraiu todos os monstros do Wasteland!"
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCStart_3,"Por favor, fiquem com esses Caps. É o mínimo que podemos fazer."
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCStart_4,Ou talvez prefira esta Lunchbox da Vault-Tec que encontramos?
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_Team_1,"Os Caps tão ótimos, obrigado."
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_Team_2,A Lunchbox parece ótima! Obrigado.
QuestLoc_ToGrandmothersHouseWeGo_QuestLongDescription,"Uma senhora idosa que mora perto do seu Vault estava esperando visitantes nas festas, mas eles não chegaram e ela teme o pior!"
QuestLoc_ToGrandmothersHouseWeGo_QuestName,To Grandmother's House We Go
QuestLoc_ToGrandmothersHouseWeGo_QuestObjective_1,Resgate os colonos do Wasteland perdidos.
QuestLoc_ToGrandmothersHouseWeGo_QuestShortDescription,Ajude alguns colonos do Wasteland que se perderam viajando nas festas!
QuestLoc_Tonics_QuestLongDescription,O povo de Filly precisa urgentemente de remédios. Há rumores de um comerciante itinerante de quimicos vagando por perto. Você não deve ter problemas para encontrá-lo.
QuestLoc_Tonics_QuestShortDescription,Encontre o Vendedor de Óleo de Cobra.
QuestLoc_Tonics_QuestName,Hooked On Tonics
QuestLoc_Tonics_QuestObjective,Encontre o Vendedor de Óleo de Cobra.
QuestLoc_Tonics_Conversation01_NPC01,"Chegue mais, chegue mais, tenho a cura para o que te aflige."
QuestLoc_Tonics_Conversation01_NPC02,Tosse? Febre? Dedos crescendo no queixo? Posso curar tudo.
QuestLoc_Tonics_Conversation01_NPC03,"Olá, estranho! Em que exatamente posso te ajudar hoje?!"
QuestLoc_Tonics_Answer01_PC01,"Temos feridos, na cidade de sucata ali atrás. Precisamos de muitos remédios."
QuestLoc_Tonics_Answer01_PC02,Filly foi atacada por Raiders! Muita gente está ferida!
QuestLoc_Tonics_Answer01_NPC01,"Oh! Ainda bem que me encontrou! É melhor eu ir com vocês para ver o que precisam. Vocês têm Caps, né?"
QuestLoc_Tonics_Answer01_NPC02,Que horror! Mas o que estamos esperando? Pegue minhas coisas e vamos logo!
QuestLoc_TooGoodtobeTrue_Conversation_1_NPCStart_1,Conseguimos! Vamos pegar tudo que pudermos.
QuestLoc_TooGoodtobeTrue_QuestLongDescription,"Aquele Vault abandonado cheio de suprimentos? Agora é território de Deathclaw. Ninguém sabe como ele entrou lá, mas você não vai chegar ao estoque sem enfrentá-lo primeiro. Hora de sacar as armas pesadas!"
QuestLoc_TooGoodtobeTrue_QuestName,Too Good to be True
QuestLoc_TooGoodtobeTrue_QuestObjective_1,Reivindique o estoque de suprimentos no Vault abandonado.
QuestLoc_TooGoodtobeTrue_QuestShortDescription,Reivindique um estoque de suprimentos... se conseguir passar pelo Deathclaw que os guarda!
QuestLoc_ToySoldiers_Conversation_1_NPCEnd_1,Os sobreviventes fugiram para os Escritórios da Poseidon Energy. Que pena que você não terá a mesma sorte!
QuestLoc_ToySoldiers_Conversation_1_NPCStart_1,Olha! Mais soldadinhos idiotas tentando ser mortos!
QuestLoc_ToySoldiers_Conversation_1_Team_1,Você quer dizer os Roughnecks? Para onde foram?
QuestLoc_ToySoldiers_QuestLongDescription,Um Dweller me disse que os Roughnecks do Maxson seguiram para a Fábrica Wilson Atomatoys. Essa deve ser minha próxima parada.
QuestLoc_ToySoldiers_QuestName,Toy Soldiers
QuestLoc_ToySoldiers_QuestObjective_1,Explore a Fábrica Wilson Atomatoys.
QuestLoc_ToySoldiers_QuestShortDescription,Procure os Roughnecks do Maxson na Fábrica Wilson Atomatoys.
QuestLoc_TruthAmongtheAshes_Conversation_1_NPCStart_1,Aha! É o diário do Overseer Patel! Hmm. Que trecho é esse...
QuestLoc_TruthAmongtheAshes_Conversation_1_NPCStart_2,"""Tive uma visita interessante — Paula Plumbkin. Nome estranho. Senhora simpática."
QuestLoc_TruthAmongtheAshes_Conversation_1_NPCStart_3,"Ela partiu para visitar o Vault 909, mas disse a ela que havia sido invadido."
QuestLoc_TruthAmongtheAshes_Conversation_1_NPCStart_4,"Não ligou. Disse algo sobre uma Missão épica. Tudo bem então."""
QuestLoc_TruthAmongtheAshes_QuestLongDescription,"O Vault 333 foi saqueado, mas talvez haja uma pista sobre o paradeiro de Paula Plumbkin!"
QuestLoc_TruthAmongtheAshes_QuestName,Truth Among the Ashes
QuestLoc_TruthAmongtheAshes_QuestObjective_1,Procure pistas no Vault 333.
QuestLoc_TruthAmongtheAshes_QuestShortDescription,Procure uma pista sobre o paradeiro de Paula Plumbkin no Vault 333.
QuestLoc_UndercoverOperations_Conversation_1_NPCEnd_1,"Não, quero dizer um exército mágico de vodu... Claro que estou falando de Ghouls! Agora vão!"
QuestLoc_UndercoverOperations_Conversation_1_NPCEnd_2,"Da próxima vez que um Feral Ghoul estiver na minha cara, vou ouvir o que ele tem a dizer. Agora vão!"
QuestLoc_UndercoverOperations_Conversation_1_NPCEnd_3,"Não, só os mesmos trapos que todo Feral Ghoul usa. Hmm, por que será? Não importa, vão logo!"
QuestLoc_UndercoverOperations_Conversation_1_NPCEnd_4,Você acha que os Feral Ghouls podem estar infectados? Vamos chamar os médicos. Agora vão!
QuestLoc_UndercoverOperations_Conversation_1_NPCStart_1,"Finalmente! Vocês chegaram bem na hora, soldados."
QuestLoc_UndercoverOperations_Conversation_1_NPCStart_2,"Estamos segurando a linha aqui, garantindo que nenhum desses zumbis saia."
QuestLoc_UndercoverOperations_Conversation_1_NPCStart_3,Mas precisamos que vocês entrem lá e cortem a cabeça desse ataque.
QuestLoc_UndercoverOperations_Conversation_1_NPCStart_4,Procurem um grande grupo que esteja liderando o bando.
QuestLoc_UndercoverOperations_Conversation_1_Team_1,Zumbis? Você quer dizer Ghouls?
QuestLoc_UndercoverOperations_Conversation_1_Team_2,Eles se chamavam de Pests?
QuestLoc_UndercoverOperations_Conversation_1_Team_3,Eles estavam usando Equipamento do Wasteland?
QuestLoc_UndercoverOperations_Conversation_1_Team_4,Eles disseram algo sobre Pestilência?
QuestLoc_UndercoverOperations_Conversation_2_NPCEnd_1,Esses impostores não estão nem perto de ter fome suficiente. Mas nós temos. Deixem nossa fome consumi-los!
QuestLoc_UndercoverOperations_Conversation_2_NPCEnd_2,O MAIOR Cavaleiro para você. Agora deixem nossa fome consumi-los!
QuestLoc_UndercoverOperations_Conversation_2_NPCEnd_3,Carne fresca. Carne fresca. Escorrega pela língua. Obrigado. Agora deixem nossa fome consumi-los!
QuestLoc_UndercoverOperations_Conversation_2_NPCEnd_4,Não seja convencido. Ninguém gosta de convencido. Agora deixem nossa fome consumi-los!
QuestLoc_UndercoverOperations_Conversation_2_NPCStart_1,"A fome, a fome, nos devora vivos!"
QuestLoc_UndercoverOperations_Conversation_2_NPCStart_2,"Somos a Hungry Horde, seguidores da Famine."
QuestLoc_UndercoverOperations_Conversation_2_NPCStart_3,"E toda carne fresca... quer dizer, carne fresca... será consumida!"
QuestLoc_UndercoverOperations_Conversation_2_NPCStart_4,"Me desculpem, estamos com tanta fome. Dificulta a concentração."
QuestLoc_UndercoverOperations_Conversation_2_Team_1,A Hungry Horde? Então vocês não são Pests?
QuestLoc_UndercoverOperations_Conversation_2_Team_2,Famine? Como o Cavaleiro do Apocalipse?
QuestLoc_UndercoverOperations_Conversation_2_Team_3,"Tente ""carne"" em vez de ""tecido""."
QuestLoc_UndercoverOperations_Conversation_2_Team_4,Vocês estão com muita fome e seguem a Famine. Será que tem alguma ligação?
QuestLoc_UndercoverOperations_QuestLongDescription,Uma base militar subterrânea está sendo atacada e convocando todas as suas patrulhas do Wasteland. Poderiam ser os Pests de novo? Precisamos pará-los! Mas vamos precisar de Uniformes Militares para passar por uma das patrulhas e entrar na base...
QuestLoc_UndercoverOperations_QuestName,Undercover Operations
QuestLoc_UndercoverOperations_QuestObjective_1,Impeça o ataque à base militar.
QuestLoc_UndercoverOperations_QuestObjective_2,Fale com os soldados.
QuestLoc_UndercoverOperations_QuestObjective_3,Fale com os atacantes.
QuestLoc_UndercoverOperations_QuestShortDescription,Infiltre-se em uma base militar para deter o ataque dos Pests!
QuestLoc_UninvitedGuests_Conversation_1_NPCEnd_1,"Chama-se jantar, e adivinhem quem acabou de entrar no cardápio!"
QuestLoc_UninvitedGuests_Conversation_1_NPCEnd_2,"Acho que sempre podemos adicionar ""Dweller"" ao cardápio!"
QuestLoc_UninvitedGuests_Conversation_1_NPCStart_1,Este é um jantar privado!
QuestLoc_UninvitedGuests_Conversation_1_NPCStart_2,Vocês não estão convidados!
QuestLoc_UninvitedGuests_Conversation_1_Team_1,O que está acontecendo aqui?
QuestLoc_UninvitedGuests_Conversation_1_Team_2,Eu fui totalmente convidado...
QuestLoc_UninvitedGuests_QuestLongDescription,Você encontrou uma pequena cabana no Wasteland. Hora de investigar!
QuestLoc_UninvitedGuests_QuestName,Uninvited Guests
QuestLoc_UninvitedGuests_QuestObjective_1,Explore a Cabana.
QuestLoc_UninvitedGuests_QuestShortDescription,Você descobriu uma velha Cabana no Wasteland.
QuestLoc_Vault199_Conversation_1_NPCEnd_1,"Sem cachorros aqui. Experimente o nosso Vault irmão: 899. São mais refinados. Mas primeiro, aceite isso como nosso agradecimento."
QuestLoc_Vault199_Conversation_1_NPCStart_1,Você chegou bem na hora! Não esperávamos essa... infestação de última hora.
QuestLoc_Vault199_Conversation_1_NPCStart_2,"Algumas pessoas dizem que o 199 é bastante simples para um Vault, mas a gente ama do mesmo jeito."
QuestLoc_Vault199_Conversation_1_NPCStart_3,É fácil quando você não tem outro lugar para ir!
QuestLoc_Vault199_Conversation_1_Team_1,Um cachorro chamado Bigsby passou por aqui?
QuestLoc_Vault199_QuestLongDescription,Os Raiders disseram que Bigsby pode ter fugido para o Vault 199. Devo ir perguntar por lá. Tomara que os Dwellers o tenham.
QuestLoc_Vault199_QuestName,Vault 199
QuestLoc_Vault199_QuestObjective_1,Encontre Bigsby.
QuestLoc_Vault199_QuestShortDescription,Procure Bigsby no Vault 199.
QuestLoc_Vault789_Conversation_1_NPCEnd_1,"Me lembro deles! Sobrevivemos à explosão, mas a radiação nos pegou. Quando se é tão velho, quem liga para rugas, certo?"
QuestLoc_Vault789_Conversation_1_NPCStart_1,Obrigado por nos ajudar! Esses Raiders foram os piores. Como você nos encontrou?
QuestLoc_Vault789_Conversation_1_Team_1,Encontrei um velho anúncio enquanto andava por aí.
QuestLoc_Vault789_QuestLongDescription,"Durante uma exploração, um de seus Dwellers encontrou um velho anúncio do Vault 789. Hora de conferir!"
QuestLoc_Vault789_QuestName,Vault 789
QuestLoc_Vault789_QuestObjective_1,Explore o Vault 789.
QuestLoc_Vault789_QuestShortDescription,Hora de conferir o Vault 789!
QuestLoc_VaultopolisAwaits_Conversation_1_NPCStart_1,"Bem-vindos, amigos, a Vaultopolis."
QuestLoc_VaultopolisAwaits_Conversation_1_NPCStart_2,Muitos buscam nosso santuário. Poucos o encontram. Pois somos... utopia.
QuestLoc_VaultopolisAwaits_Conversation_1_NPCStart_3,"Vocês são de um Vault, né? Que o de vocês cresça tão incrível quanto o nosso."
QuestLoc_VaultopolisAwaits_Conversation_1_NPCStart_4,Vocês são sempre bem-vindos aqui. Aceitem estes presentes e nossa amizade.
QuestLoc_VaultopolisAwaits_QuestLongDescription,"Paula Plumbkin revelou-se uma malvada aspirante a Raider, mas pelo menos nos deu a localização do Vault 525, também conhecido como Vaultopolis!"
QuestLoc_VaultopolisAwaits_QuestName,Vaultopolis Awaits!
QuestLoc_VaultopolisAwaits_QuestObjective_1,Experiencie Vaultopolis.
QuestLoc_VaultopolisAwaits_QuestShortDescription,Vaultopolis fica no Vale Sombreado — hora de completar nossa Missão!
QuestLoc_VaultTecExperimentReview_QuestLongDescription,A Vault-Tec quer que você verifique alguns... experimentos que estamos conduzindo nos outros Vaults.
QuestLoc_VaultTecExperimentReview_QuestName,Vault-Tec Experiment Review
QuestLoc_VaultTecExperimentReview_QuestObjective,Fale com os Vault Dwellers.
QuestLoc_VaultTecExperimentReview_QuestShortDescription,Verifique os experimentos nos outros Vaults.
QuestLoc_VaultTecExperimentReviewA_Conversation_1_NPCEnd_1,"Não, sou um fantasma! Buuuuuuu!"
QuestLoc_VaultTecExperimentReviewA_Conversation_1_NPCEnd_2,"Muahahaha! Peguem isso e corram, pequenos Dwellers!"
